# 原版 DOS（GEO2 區塊 0x01，提爾佛頓）第一人稱畫面，640x400 擷取
# 第 675 輪起用 tools/dos-oracle-jump-capture.sh 取得：自製存檔直接跳到指定格，
# 第 683 輪起換圖也走這一支（AREA／ECL_BLOCK／GEO_BLOCK／PREFIX 四個環境變數），
# 檔名前綴 geo{檔集}-b{段} 就是那張圖的身分。
# 每一張都把畫面上的座標與朝向讀回來核對過，不符的不收（所以有幾格不是四個朝向都齊）。
# 檔名	x	y	朝向
geo5-b33-x15-y06-S.png	15	6	S
geo5-b33-x15-y06-W.png	15	6	W
geo5-b33-x15-y07-N.png	15	7	N
geo5-b33-x15-y07-E.png	15	7	E
geo5-b33-x15-y07-S.png	15	7	S
geo5-b33-x15-y07-W.png	15	7	W
geo5-b33-x15-y09-N.png	15	9	N
geo5-b33-x15-y09-E.png	15	9	E
geo5-b33-x15-y09-S.png	15	9	S
geo5-b33-x15-y09-W.png	15	9	W
geo5-b33-x15-y13-N.png	15	13	N
geo5-b33-x15-y13-E.png	15	13	E
geo5-b33-x15-y13-S.png	15	13	S
geo5-b33-x15-y13-W.png	15	13	W
geo5-e31-b32-x00-y15-N.png	0	15	N
geo5-e31-b32-x00-y15-E.png	0	15	E
geo5-e31-b32-x00-y15-S.png	0	15	S
geo5-e31-b32-x00-y15-W.png	0	15	W
geo5-b33-x15-y12-N.png	15	12	N
geo5-b33-x15-y12-E.png	15	12	E
geo5-b33-x15-y12-S.png	15	12	S
geo5-b33-x15-y12-W.png	15	12	W
geo5-b33-x14-y13-N.png	14	13	N
geo5-b33-x14-y13-E.png	14	13	E
geo5-b33-x14-y13-S.png	14	13	S
geo5-b33-x14-y13-W.png	14	13	W
geo5-b33-x14-y14-N.png	14	14	N
geo5-b33-x14-y14-E.png	14	14	E
geo5-b33-x14-y14-S.png	14	14	S
geo5-b33-x14-y14-W.png	14	14	W
geo5-b33-x15-y14-N.png	15	14	N
geo5-b33-x15-y14-E.png	15	14	E
geo5-b33-x15-y14-S.png	15	14	S
geo5-b33-x15-y14-W.png	15	14	W
geo5-b33-x11-y15-N.png	11	15	N
geo5-b33-x11-y15-E.png	11	15	E
geo5-b33-x11-y15-S.png	11	15	S
geo5-b33-x11-y15-W.png	11	15	W
geo5-b33-x15-y15-N.png	15	15	N
geo5-b33-x15-y15-E.png	15	15	E
geo5-b33-x15-y15-S.png	15	15	S
geo5-b33-x15-y15-W.png	15	15	W
geo5-b33-x15-y11-N.png	15	11	N
geo5-b33-x15-y11-E.png	15	11	E
geo5-b33-x15-y11-S.png	15	11	S
geo5-b33-x15-y11-W.png	15	11	W
geo5-b33-x09-y13-N.png	9	13	N
geo5-b33-x09-y13-E.png	9	13	E
geo5-b33-x09-y13-S.png	9	13	S
geo5-b33-x09-y13-W.png	9	13	W
geo5-b32-x00-y15-N.png	0	15	N
geo5-b32-x00-y15-E.png	0	15	E
geo5-b32-x00-y15-S.png	0	15	S
geo5-b32-x00-y15-W.png	0	15	W
geo6-b42-x06-y02-N.png	6	2	N
geo6-b42-x06-y02-E.png	6	2	E
geo6-b42-x06-y02-S.png	6	2	S
geo6-b42-x06-y02-W.png	6	2	W
geo6-b42-x10-y02-N.png	10	2	N
geo6-b42-x10-y02-E.png	10	2	E
geo6-b42-x10-y02-S.png	10	2	S
geo6-b42-x10-y02-W.png	10	2	W
geo6-b42-x12-y07-N.png	12	7	N
geo6-b42-x12-y07-E.png	12	7	E
geo6-b42-x12-y07-S.png	12	7	S
geo6-b42-x12-y07-W.png	12	7	W
geo6-b42-x06-y10-N.png	6	10	N
geo6-b42-x06-y10-E.png	6	10	E
geo6-b42-x06-y10-S.png	6	10	S
geo6-b42-x06-y10-W.png	6	10	W
geo6-b42-x07-y10-N.png	7	10	N
geo6-b42-x07-y10-E.png	7	10	E
geo6-b42-x07-y10-S.png	7	10	S
geo6-b42-x07-y10-W.png	7	10	W
geo2-b03-x07-y02-N.png	7	2	N
geo2-b03-x07-y02-E.png	7	2	E
geo2-b03-x07-y02-S.png	7	2	S
geo2-b03-x07-y02-W.png	7	2	W
geo2-b03-x02-y04-N.png	2	4	N
geo2-b03-x02-y04-E.png	2	4	E
geo2-b03-x02-y04-S.png	2	4	S
geo2-b03-x02-y04-W.png	2	4	W
geo2-b03-x04-y04-N.png	4	4	N
geo2-b03-x04-y04-E.png	4	4	E
geo2-b03-x04-y04-S.png	4	4	S
geo2-b03-x04-y04-W.png	4	4	W
geo2-b03-x07-y04-N.png	7	4	N
geo2-b03-x07-y04-E.png	7	4	E
geo2-b03-x07-y04-S.png	7	4	S
geo2-b03-x07-y04-W.png	7	4	W
geo2-b03-x13-y04-N.png	13	4	N
geo2-b03-x13-y04-E.png	13	4	E
geo2-b03-x13-y04-S.png	13	4	S
geo2-b03-x13-y04-W.png	13	4	W
geo2-b03-x07-y05-N.png	7	5	N
geo2-b03-x07-y05-E.png	7	5	E
geo2-b03-x07-y05-S.png	7	5	S
geo2-b03-x07-y05-W.png	7	5	W
geo2-b03-x13-y06-N.png	13	6	N
geo2-b03-x13-y06-E.png	13	6	E
geo2-b03-x13-y06-S.png	13	6	S
geo2-b03-x13-y06-W.png	13	6	W
geo2-b03-x03-y09-N.png	3	9	N
geo2-b03-x03-y09-E.png	3	9	E
geo2-b03-x03-y09-S.png	3	9	S
geo2-b03-x03-y09-W.png	3	9	W
geo2-b03-x07-y10-N.png	7	10	N
geo2-b03-x07-y10-E.png	7	10	E
geo2-b03-x07-y10-S.png	7	10	S
geo2-b03-x07-y10-W.png	7	10	W
geo2-b03-x10-y12-N.png	10	12	N
geo2-b03-x10-y12-E.png	10	12	E
geo2-b03-x10-y12-S.png	10	12	S
geo2-b03-x10-y12-W.png	10	12	W
geo2-b03-x12-y12-N.png	12	12	N
geo2-b03-x12-y12-E.png	12	12	E
geo2-b03-x12-y12-S.png	12	12	S
geo2-b03-x12-y12-W.png	12	12	W
geo2-b03-x05-y13-N.png	5	13	N
geo2-b03-x05-y13-E.png	5	13	E
geo2-b03-x05-y13-S.png	5	13	S
geo2-b03-x05-y13-W.png	5	13	W
geo2-b03-x07-y13-N.png	7	13	N
geo2-b03-x07-y13-E.png	7	13	E
geo2-b03-x07-y13-S.png	7	13	S
geo2-b03-x07-y13-W.png	7	13	W
geo2-b03-x08-y13-N.png	8	13	N
geo2-b03-x08-y13-E.png	8	13	E
geo2-b03-x08-y13-S.png	8	13	S
geo2-b03-x08-y13-W.png	8	13	W
geo2-b04-x11-y04-N.png	11	4	N
geo2-b04-x11-y04-E.png	11	4	E
geo2-b04-x11-y04-S.png	11	4	S
geo2-b04-x11-y04-W.png	11	4	W
geo2-b04-x12-y08-N.png	12	8	N
geo2-b04-x12-y08-E.png	12	8	E
geo2-b04-x12-y08-S.png	12	8	S
geo2-b04-x12-y08-W.png	12	8	W
geo2-b04-x15-y08-N.png	15	8	N
geo2-b04-x15-y08-E.png	15	8	E
geo2-b04-x15-y08-S.png	15	8	S
geo2-b04-x15-y08-W.png	15	8	W
geo3-b10-x02-y00-N.png	2	0	N
geo3-b10-x02-y00-E.png	2	0	E
geo3-b10-x02-y00-S.png	2	0	S
geo3-b10-x02-y00-W.png	2	0	W
geo3-b10-x11-y02-N.png	11	2	N
geo3-b10-x11-y02-E.png	11	2	E
geo3-b10-x11-y02-S.png	11	2	S
geo3-b10-x11-y02-W.png	11	2	W
geo3-b10-x06-y04-N.png	6	4	N
geo3-b10-x06-y04-E.png	6	4	E
geo3-b10-x06-y04-S.png	6	4	S
geo3-b10-x06-y04-W.png	6	4	W
geo3-b10-x14-y04-N.png	14	4	N
geo3-b10-x14-y04-E.png	14	4	E
geo3-b10-x14-y04-S.png	14	4	S
geo3-b10-x14-y04-W.png	14	4	W
geo3-b10-x03-y05-N.png	3	5	N
geo3-b10-x03-y05-E.png	3	5	E
geo3-b10-x03-y05-S.png	3	5	S
geo3-b10-x03-y05-W.png	3	5	W
geo3-b10-x11-y05-N.png	11	5	N
geo3-b10-x11-y05-E.png	11	5	E
geo3-b10-x11-y05-S.png	11	5	S
geo3-b10-x11-y05-W.png	11	5	W
geo3-b10-x11-y06-N.png	11	6	N
geo3-b10-x11-y06-E.png	11	6	E
geo3-b10-x11-y06-S.png	11	6	S
geo3-b10-x11-y06-W.png	11	6	W
geo3-b10-x03-y07-N.png	3	7	N
geo3-b10-x03-y07-E.png	3	7	E
geo3-b10-x03-y07-S.png	3	7	S
geo3-b10-x03-y07-W.png	3	7	W
geo3-b10-x06-y07-N.png	6	7	N
geo3-b10-x06-y07-E.png	6	7	E
geo3-b10-x06-y07-S.png	6	7	S
geo3-b10-x06-y07-W.png	6	7	W
geo3-b10-x13-y08-N.png	13	8	N
geo3-b10-x13-y08-E.png	13	8	E
geo3-b10-x13-y08-S.png	13	8	S
geo3-b10-x13-y08-W.png	13	8	W
geo3-b10-x03-y09-N.png	3	9	N
geo3-b10-x03-y09-E.png	3	9	E
geo3-b10-x03-y09-S.png	3	9	S
geo3-b10-x03-y09-W.png	3	9	W
geo3-b10-x13-y09-N.png	13	9	N
geo3-b10-x13-y09-E.png	13	9	E
geo3-b10-x13-y09-S.png	13	9	S
geo3-b10-x13-y09-W.png	13	9	W
geo3-b10-x00-y10-N.png	0	10	N
geo3-b10-x00-y10-E.png	0	10	E
geo3-b10-x00-y10-S.png	0	10	S
geo3-b10-x00-y10-W.png	0	10	W
geo3-b10-x03-y13-N.png	3	13	N
geo3-b10-x03-y13-E.png	3	13	E
geo3-b10-x03-y13-S.png	3	13	S
geo3-b10-x03-y13-W.png	3	13	W
geo3-b10-x03-y14-N.png	3	14	N
geo3-b10-x03-y14-E.png	3	14	E
geo3-b10-x03-y14-S.png	3	14	S
geo3-b10-x03-y14-W.png	3	14	W
geo3-b10-x07-y15-N.png	7	15	N
geo3-b10-x07-y15-E.png	7	15	E
geo3-b10-x07-y15-S.png	7	15	S
geo3-b10-x07-y15-W.png	7	15	W
geo3-b11-x10-y01-N.png	10	1	N
geo3-b11-x10-y01-E.png	10	1	E
geo3-b11-x10-y01-S.png	10	1	S
geo3-b11-x10-y01-W.png	10	1	W
geo3-b11-x13-y01-N.png	13	1	N
geo3-b11-x13-y01-E.png	13	1	E
geo3-b11-x13-y01-S.png	13	1	S
geo3-b11-x13-y01-W.png	13	1	W
geo3-b11-x10-y03-N.png	10	3	N
geo3-b11-x10-y03-E.png	10	3	E
geo3-b11-x10-y03-S.png	10	3	S
geo3-b11-x10-y03-W.png	10	3	W
geo3-b11-x13-y03-N.png	13	3	N
geo3-b11-x13-y03-E.png	13	3	E
geo3-b11-x13-y03-S.png	13	3	S
geo3-b11-x13-y03-W.png	13	3	W
geo3-b11-x07-y09-N.png	7	9	N
geo3-b11-x07-y09-E.png	7	9	E
geo3-b11-x07-y09-S.png	7	9	S
geo3-b11-x07-y09-W.png	7	9	W
geo3-b11-x12-y15-N.png	12	15	N
geo3-b11-x12-y15-E.png	12	15	E
geo3-b11-x12-y15-S.png	12	15	S
geo3-b11-x12-y15-W.png	12	15	W
geo3-b15-x03-y00-N.png	3	0	N
geo3-b15-x03-y00-E.png	3	0	E
geo3-b15-x03-y00-S.png	3	0	S
geo3-b15-x03-y00-W.png	3	0	W
geo3-b15-x14-y01-N.png	14	1	N
geo3-b15-x14-y01-E.png	14	1	E
geo3-b15-x14-y01-S.png	14	1	S
geo3-b15-x14-y01-W.png	14	1	W
geo3-b15-x07-y02-N.png	7	2	N
geo3-b15-x07-y02-E.png	7	2	E
geo3-b15-x07-y02-S.png	7	2	S
geo3-b15-x07-y02-W.png	7	2	W
geo3-b15-x14-y02-N.png	14	2	N
geo3-b15-x14-y02-E.png	14	2	E
geo3-b15-x14-y02-S.png	14	2	S
geo3-b15-x14-y02-W.png	14	2	W
geo3-b15-x15-y03-N.png	15	3	N
geo3-b15-x15-y03-E.png	15	3	E
geo3-b15-x15-y03-S.png	15	3	S
geo3-b15-x15-y03-W.png	15	3	W
geo3-b15-x06-y04-N.png	6	4	N
geo3-b15-x06-y04-E.png	6	4	E
geo3-b15-x06-y04-S.png	6	4	S
geo3-b15-x06-y04-W.png	6	4	W
geo3-b15-x11-y04-N.png	11	4	N
geo3-b15-x11-y04-E.png	11	4	E
geo3-b15-x11-y04-S.png	11	4	S
geo3-b15-x11-y04-W.png	11	4	W
geo3-b15-x12-y04-N.png	12	4	N
geo3-b15-x12-y04-E.png	12	4	E
geo3-b15-x12-y04-S.png	12	4	S
geo3-b15-x12-y04-W.png	12	4	W
geo3-b15-x03-y05-N.png	3	5	N
geo3-b15-x03-y05-E.png	3	5	E
geo3-b15-x03-y05-S.png	3	5	S
geo3-b15-x03-y05-W.png	3	5	W
geo3-b15-x04-y05-N.png	4	5	N
geo3-b15-x04-y05-E.png	4	5	E
geo3-b15-x04-y05-S.png	4	5	S
geo3-b15-x04-y05-W.png	4	5	W
geo3-b15-x14-y05-N.png	14	5	N
geo3-b15-x14-y05-E.png	14	5	E
geo3-b15-x14-y05-S.png	14	5	S
geo3-b15-x14-y05-W.png	14	5	W
geo3-b15-x06-y07-N.png	6	7	N
geo3-b15-x06-y07-E.png	6	7	E
geo3-b15-x06-y07-S.png	6	7	S
geo3-b15-x06-y07-W.png	6	7	W
geo3-b15-x08-y07-N.png	8	7	N
geo3-b15-x08-y07-E.png	8	7	E
geo3-b15-x08-y07-S.png	8	7	S
geo3-b15-x08-y07-W.png	8	7	W
geo3-b15-x05-y08-N.png	5	8	N
geo3-b15-x05-y08-E.png	5	8	E
geo3-b15-x05-y08-S.png	5	8	S
geo3-b15-x05-y08-W.png	5	8	W
geo3-b15-x08-y10-N.png	8	10	N
geo3-b15-x08-y10-E.png	8	10	E
geo3-b15-x08-y10-S.png	8	10	S
geo3-b15-x08-y10-W.png	8	10	W
geo3-b15-x01-y11-N.png	1	11	N
geo3-b15-x01-y11-E.png	1	11	E
geo3-b15-x01-y11-S.png	1	11	S
geo3-b15-x01-y11-W.png	1	11	W
geo3-b15-x06-y12-N.png	6	12	N
geo3-b15-x06-y12-E.png	6	12	E
geo3-b15-x06-y12-S.png	6	12	S
geo3-b15-x06-y12-W.png	6	12	W
geo3-b15-x01-y15-N.png	1	15	N
geo3-b15-x01-y15-E.png	1	15	E
geo3-b15-x01-y15-S.png	1	15	S
geo3-b15-x01-y15-W.png	1	15	W
geo4-b20-x11-y05-N.png	11	5	N
geo4-b20-x11-y05-E.png	11	5	E
geo4-b20-x11-y05-S.png	11	5	S
geo4-b20-x11-y05-W.png	11	5	W
geo4-b20-x07-y09-N.png	7	9	N
geo4-b20-x07-y09-E.png	7	9	E
geo4-b20-x07-y09-S.png	7	9	S
geo4-b20-x07-y09-W.png	7	9	W
geo4-b20-x00-y11-N.png	0	11	N
geo4-b20-x00-y11-E.png	0	11	E
geo4-b20-x00-y11-S.png	0	11	S
geo4-b20-x00-y11-W.png	0	11	W
geo4-b20-x02-y11-N.png	2	11	N
geo4-b20-x02-y11-E.png	2	11	E
geo4-b20-x02-y11-S.png	2	11	S
geo4-b20-x02-y11-W.png	2	11	W
geo4-b20-x04-y11-N.png	4	11	N
geo4-b20-x04-y11-E.png	4	11	E
geo4-b20-x04-y11-S.png	4	11	S
geo4-b20-x04-y11-W.png	4	11	W
geo4-b20-x00-y12-N.png	0	12	N
geo4-b20-x00-y12-E.png	0	12	E
geo4-b20-x00-y12-S.png	0	12	S
geo4-b20-x00-y12-W.png	0	12	W
geo4-b20-x04-y12-N.png	4	12	N
geo4-b20-x04-y12-E.png	4	12	E
geo4-b20-x04-y12-S.png	4	12	S
geo4-b20-x04-y12-W.png	4	12	W
geo4-b21-x07-y06-N.png	7	6	N
geo4-b21-x07-y06-E.png	7	6	E
geo4-b21-x07-y06-S.png	7	6	S
geo4-b21-x07-y06-W.png	7	6	W
geo4-b21-x08-y06-N.png	8	6	N
geo4-b21-x08-y06-E.png	8	6	E
geo4-b21-x08-y06-S.png	8	6	S
geo4-b21-x08-y06-W.png	8	6	W
geo4-b21-x05-y07-N.png	5	7	N
geo4-b21-x05-y07-E.png	5	7	E
geo4-b21-x05-y07-S.png	5	7	S
geo4-b21-x05-y07-W.png	5	7	W
geo4-b21-x07-y08-N.png	7	8	N
geo4-b21-x07-y08-E.png	7	8	E
geo4-b21-x07-y08-S.png	7	8	S
geo4-b21-x07-y08-W.png	7	8	W
geo4-b21-x06-y09-N.png	6	9	N
geo4-b21-x06-y09-E.png	6	9	E
geo4-b21-x06-y09-S.png	6	9	S
geo4-b21-x06-y09-W.png	6	9	W
geo4-b25-x00-y03-N.png	0	3	N
geo4-b25-x00-y03-E.png	0	3	E
geo4-b25-x00-y03-S.png	0	3	S
geo4-b25-x00-y03-W.png	0	3	W
geo4-b25-x01-y03-N.png	1	3	N
geo4-b25-x01-y03-E.png	1	3	E
geo4-b25-x01-y03-S.png	1	3	S
geo4-b25-x01-y03-W.png	1	3	W
geo4-b25-x12-y09-N.png	12	9	N
geo4-b25-x12-y09-E.png	12	9	E
geo4-b25-x12-y09-S.png	12	9	S
geo4-b25-x12-y09-W.png	12	9	W
geo4-b25-x14-y09-N.png	14	9	N
geo4-b25-x14-y09-E.png	14	9	E
geo4-b25-x14-y09-S.png	14	9	S
geo4-b25-x14-y09-W.png	14	9	W
geo4-b25-x10-y10-N.png	10	10	N
geo4-b25-x10-y10-E.png	10	10	E
geo4-b25-x10-y10-S.png	10	10	S
geo4-b25-x10-y10-W.png	10	10	W
geo4-b25-x14-y10-N.png	14	10	N
geo4-b25-x14-y10-E.png	14	10	E
geo4-b25-x14-y10-S.png	14	10	S
geo4-b25-x14-y10-W.png	14	10	W
geo4-b25-x15-y10-N.png	15	10	N
geo4-b25-x15-y10-E.png	15	10	E
geo4-b25-x15-y10-S.png	15	10	S
geo4-b25-x15-y10-W.png	15	10	W
geo4-b25-x09-y11-N.png	9	11	N
geo4-b25-x09-y11-E.png	9	11	E
geo4-b25-x09-y11-S.png	9	11	S
geo4-b25-x09-y11-W.png	9	11	W
geo4-b25-x09-y12-N.png	9	12	N
geo4-b25-x09-y12-E.png	9	12	E
geo4-b25-x09-y12-S.png	9	12	S
geo4-b25-x09-y12-W.png	9	12	W
geo4-b25-x14-y12-N.png	14	12	N
geo4-b25-x14-y12-E.png	14	12	E
geo4-b25-x14-y12-S.png	14	12	S
geo4-b25-x14-y12-W.png	14	12	W
geo4-b25-x15-y12-N.png	15	12	N
geo4-b25-x15-y12-E.png	15	12	E
geo4-b25-x15-y12-S.png	15	12	S
geo4-b25-x15-y12-W.png	15	12	W
geo4-b25-x09-y13-N.png	9	13	N
geo4-b25-x09-y13-E.png	9	13	E
geo4-b25-x09-y13-S.png	9	13	S
geo4-b25-x09-y13-W.png	9	13	W
geo4-b25-x09-y14-N.png	9	14	N
geo4-b25-x09-y14-E.png	9	14	E
geo4-b25-x09-y14-S.png	9	14	S
geo4-b25-x09-y14-W.png	9	14	W
geo4-b25-x14-y14-N.png	14	14	N
geo4-b25-x14-y14-E.png	14	14	E
geo4-b25-x14-y14-S.png	14	14	S
geo4-b25-x14-y14-W.png	14	14	W
geo4-b25-x15-y14-N.png	15	14	N
geo4-b25-x15-y14-E.png	15	14	E
geo4-b25-x15-y14-S.png	15	14	S
geo4-b25-x15-y14-W.png	15	14	W
geo4-b25-x09-y15-N.png	9	15	N
geo4-b25-x09-y15-E.png	9	15	E
geo4-b25-x09-y15-S.png	9	15	S
geo4-b25-x09-y15-W.png	9	15	W
geo4-b25-x11-y15-N.png	11	15	N
geo4-b25-x11-y15-E.png	11	15	E
geo4-b25-x11-y15-S.png	11	15	S
geo4-b25-x11-y15-W.png	11	15	W
geo4-b25-x15-y15-N.png	15	15	N
geo4-b25-x15-y15-E.png	15	15	E
geo4-b25-x15-y15-S.png	15	15	S
geo4-b25-x15-y15-W.png	15	15	W
geo5-b32-x02-y01-N.png	2	1	N
geo5-b32-x02-y01-E.png	2	1	E
geo5-b32-x02-y01-S.png	2	1	S
geo5-b32-x02-y01-W.png	2	1	W
geo5-b32-x15-y01-N.png	15	1	N
geo5-b32-x15-y01-E.png	15	1	E
geo5-b32-x15-y01-S.png	15	1	S
geo5-b32-x15-y01-W.png	15	1	W
geo5-b32-x00-y02-N.png	0	2	N
geo5-b32-x00-y02-E.png	0	2	E
geo5-b32-x00-y02-S.png	0	2	S
geo5-b32-x00-y02-W.png	0	2	W
geo5-b32-x01-y02-N.png	1	2	N
geo5-b32-x01-y02-E.png	1	2	E
geo5-b32-x01-y02-S.png	1	2	S
geo5-b32-x01-y02-W.png	1	2	W
geo5-b32-x06-y02-N.png	6	2	N
geo5-b32-x06-y02-E.png	6	2	E
geo5-b32-x06-y02-S.png	6	2	S
geo5-b32-x06-y02-W.png	6	2	W
geo5-b32-x13-y02-N.png	13	2	N
geo5-b32-x13-y02-E.png	13	2	E
geo5-b32-x13-y02-S.png	13	2	S
geo5-b32-x13-y02-W.png	13	2	W
geo5-b32-x13-y03-N.png	13	3	N
geo5-b32-x13-y03-E.png	13	3	E
geo5-b32-x13-y03-S.png	13	3	S
geo5-b32-x13-y03-W.png	13	3	W
geo5-b32-x03-y06-N.png	3	6	N
geo5-b32-x03-y06-E.png	3	6	E
geo5-b32-x03-y06-S.png	3	6	S
geo5-b32-x03-y06-W.png	3	6	W
geo5-b32-x00-y10-N.png	0	10	N
geo5-b32-x00-y10-E.png	0	10	E
geo5-b32-x00-y10-S.png	0	10	S
geo5-b32-x00-y10-W.png	0	10	W
geo5-b32-x11-y12-N.png	11	12	N
geo5-b32-x11-y12-E.png	11	12	E
geo5-b32-x11-y12-S.png	11	12	S
geo5-b32-x11-y12-W.png	11	12	W
geo5-b32-x14-y12-N.png	14	12	N
geo5-b32-x14-y12-E.png	14	12	E
geo5-b32-x14-y12-S.png	14	12	S
geo5-b32-x14-y12-W.png	14	12	W
geo5-b33-x00-y01-N.png	0	1	N
geo5-b33-x00-y01-E.png	0	1	E
geo5-b33-x00-y01-S.png	0	1	S
geo5-b33-x00-y01-W.png	0	1	W
geo5-b33-x03-y01-N.png	3	1	N
geo5-b33-x03-y01-E.png	3	1	E
geo5-b33-x03-y01-S.png	3	1	S
geo5-b33-x03-y01-W.png	3	1	W
geo5-b33-x02-y03-N.png	2	3	N
geo5-b33-x02-y03-E.png	2	3	E
geo5-b33-x02-y03-S.png	2	3	S
geo5-b33-x02-y03-W.png	2	3	W
geo5-b33-x04-y04-N.png	4	4	N
geo5-b33-x04-y04-E.png	4	4	E
geo5-b33-x04-y04-S.png	4	4	S
geo5-b33-x04-y04-W.png	4	4	W
geo5-b33-x15-y08-N.png	15	8	N
geo5-b33-x15-y08-E.png	15	8	E
geo5-b33-x15-y08-S.png	15	8	S
geo5-b33-x15-y08-W.png	15	8	W
geo5-b33-x10-y09-N.png	10	9	N
geo5-b33-x10-y09-E.png	10	9	E
geo5-b33-x10-y09-S.png	10	9	S
geo5-b33-x10-y09-W.png	10	9	W
geo5-b33-x15-y10-N.png	15	10	N
geo5-b33-x15-y10-E.png	15	10	E
geo5-b33-x15-y10-S.png	15	10	S
geo5-b33-x15-y10-W.png	15	10	W
geo5-b33-x10-y13-N.png	10	13	N
geo5-b33-x10-y13-E.png	10	13	E
geo5-b33-x10-y13-S.png	10	13	S
geo5-b33-x10-y13-W.png	10	13	W
geo5-b33-x11-y13-N.png	11	13	N
geo5-b33-x11-y13-E.png	11	13	E
geo5-b33-x11-y13-S.png	11	13	S
geo5-b33-x11-y13-W.png	11	13	W
geo5-b33-x09-y14-N.png	9	14	N
geo5-b33-x09-y14-E.png	9	14	E
geo5-b33-x09-y14-S.png	9	14	S
geo5-b33-x09-y14-W.png	9	14	W
geo5-b33-x10-y15-N.png	10	15	N
geo5-b33-x10-y15-E.png	10	15	E
geo5-b33-x10-y15-S.png	10	15	S
geo5-b33-x10-y15-W.png	10	15	W
geo5-b33-x13-y15-N.png	13	15	N
geo5-b33-x13-y15-E.png	13	15	E
geo5-b33-x13-y15-S.png	13	15	S
geo5-b33-x13-y15-W.png	13	15	W
geo5-b35-x02-y00-N.png	2	0	N
geo5-b35-x02-y00-E.png	2	0	E
geo5-b35-x02-y00-S.png	2	0	S
geo5-b35-x02-y00-W.png	2	0	W
geo5-b35-x01-y02-N.png	1	2	N
geo5-b35-x01-y02-E.png	1	2	E
geo5-b35-x01-y02-S.png	1	2	S
geo5-b35-x01-y02-W.png	1	2	W
geo5-b35-x08-y04-N.png	8	4	N
geo5-b35-x08-y04-E.png	8	4	E
geo5-b35-x08-y04-S.png	8	4	S
geo5-b35-x08-y04-W.png	8	4	W
geo5-b35-x09-y04-N.png	9	4	N
geo5-b35-x09-y04-E.png	9	4	E
geo5-b35-x09-y04-S.png	9	4	S
geo5-b35-x09-y04-W.png	9	4	W
geo5-b35-x11-y10-N.png	11	10	N
geo5-b35-x11-y10-E.png	11	10	E
geo5-b35-x11-y10-S.png	11	10	S
geo5-b35-x11-y10-W.png	11	10	W
geo5-b35-x13-y10-N.png	13	10	N
geo5-b35-x13-y10-E.png	13	10	E
geo5-b35-x13-y10-S.png	13	10	S
geo5-b35-x13-y10-W.png	13	10	W
geo5-b35-x09-y11-N.png	9	11	N
geo5-b35-x09-y11-E.png	9	11	E
geo5-b35-x09-y11-S.png	9	11	S
geo5-b35-x09-y11-W.png	9	11	W
geo5-b35-x11-y13-N.png	11	13	N
geo5-b35-x11-y13-E.png	11	13	E
geo5-b35-x11-y13-S.png	11	13	S
geo5-b35-x11-y13-W.png	11	13	W
geo6-b40-x05-y01-N.png	5	1	N
geo6-b40-x05-y01-E.png	5	1	E
geo6-b40-x05-y01-S.png	5	1	S
geo6-b40-x05-y01-W.png	5	1	W
geo6-b40-x10-y03-N.png	10	3	N
geo6-b40-x10-y03-E.png	10	3	E
geo6-b40-x10-y03-S.png	10	3	S
geo6-b40-x10-y03-W.png	10	3	W
geo6-b40-x12-y05-N.png	12	5	N
geo6-b40-x12-y05-E.png	12	5	E
geo6-b40-x12-y05-S.png	12	5	S
geo6-b40-x12-y05-W.png	12	5	W
geo6-b40-x10-y06-N.png	10	6	N
geo6-b40-x10-y06-E.png	10	6	E
geo6-b40-x10-y06-S.png	10	6	S
geo6-b40-x10-y06-W.png	10	6	W
geo6-b40-x13-y06-N.png	13	6	N
geo6-b40-x13-y06-E.png	13	6	E
geo6-b40-x13-y06-S.png	13	6	S
geo6-b40-x13-y06-W.png	13	6	W
geo6-b40-x14-y06-N.png	14	6	N
geo6-b40-x14-y06-E.png	14	6	E
geo6-b40-x14-y06-S.png	14	6	S
geo6-b40-x14-y06-W.png	14	6	W
geo6-b40-x04-y08-N.png	4	8	N
geo6-b40-x04-y08-E.png	4	8	E
geo6-b40-x04-y08-S.png	4	8	S
geo6-b40-x04-y08-W.png	4	8	W
geo6-b40-x03-y09-N.png	3	9	N
geo6-b40-x03-y09-E.png	3	9	E
geo6-b40-x03-y09-S.png	3	9	S
geo6-b40-x03-y09-W.png	3	9	W
geo6-b40-x02-y10-N.png	2	10	N
geo6-b40-x02-y10-E.png	2	10	E
geo6-b40-x02-y10-S.png	2	10	S
geo6-b40-x02-y10-W.png	2	10	W
geo6-b40-x01-y11-N.png	1	11	N
geo6-b40-x01-y11-E.png	1	11	E
geo6-b40-x01-y11-S.png	1	11	S
geo6-b40-x01-y11-W.png	1	11	W
geo6-b40-x07-y11-N.png	7	11	N
geo6-b40-x07-y11-E.png	7	11	E
geo6-b40-x07-y11-S.png	7	11	S
geo6-b40-x07-y11-W.png	7	11	W
geo6-b40-x09-y11-N.png	9	11	N
geo6-b40-x09-y11-E.png	9	11	E
geo6-b40-x09-y11-S.png	9	11	S
geo6-b40-x09-y11-W.png	9	11	W
geo6-b40-x11-y11-N.png	11	11	N
geo6-b40-x11-y11-E.png	11	11	E
geo6-b40-x11-y11-S.png	11	11	S
